1424.40    -64.7110    6.41490   296   0.60083   23.326    -40.70     -1.955  
1437.20    -65.2220    6.48710   297   0.60554   23.327    -39.90     -1.955  
1450.00    -65.7340    6.56000   298   0.61028   23.327    -39.90     -1.954  
1463.10    -66.2460    6.63340   299   0.61504   23.327    -40.80     -1.954  
1475.40    -66.7580    6.70740   300   0.61981   23.328    -40.20     -1.953  
1488.00    -67.2700    6.78200   301   0.62462   23.328    -40.00     -1.953  
1501.80    -67.7820    6.85730   302   0.62945   23.329    -39.00     -1.952  
1514.10    -68.2950    6.93310   303   0.63430   23.329    -39.20     -1.952  
1527.70    -68.8070    7.00950   304   0.63917   23.329    -40.10     -1.952  
1540.30    -69.3190    7.08650   305   0.64407   23.330    -39.90     -1.952  
1553.00    -69.8310    7.16410   306   0.64899   23.330    -39.30     -1.951  
1566.40    -70.3440    7.24230   307   0.65392   23.331    -38.20     -1.951  
1580.20    -70.8570    7.32120   308   0.65889   23.331    -39.50     -1.951  
1592.80    -71.3690    7.40060   309   0.66388   23.331    -39.40     -1.950  
1605.40    -71.8820    7.48070   310   0.66889   23.332    -39.30     -1.950  
1619.90    -72.3950    7.56140   311   0.67392   23.332    -37.40     -1.950  
1632.50    -72.9080    7.64270   312   0.67898   23.332    -37.70     -1.950  
1647.10    -73.4200    7.72460   313   0.68405   23.333    -38.40     -1.949  
1659.70    -73.9340    7.80720   314   0.68916   23.333    -38.40     -1.949  
1673.50    -74.4470    7.89040   315   0.69428   23.334    -38.30     -1.949  
1686.80    -74.9600    7.97420   316   0.69943   23.334    -37.60     -1.948  
1701.00    -75.4730    8.05870   317   0.70460   23.334    -38.20     -1.948  
1713.90    -75.9870    8.14380   318   0.70980   23.335    -38.60     -1.948  
1727.60    -76.5000    8.22960   319   0.71502   23.335    -38.00     -1.948  
1741.00    -77.0140    8.31600   320   0.72026   23.335    -36.40     -1.948  
1755.80    -77.5270    8.40300   321   0.72553   23.336    -37.10     -1.947  
1769.40    -78.0410    8.49070   322   0.73081   23.336    -37.80     -1.947  
1782.50    -78.5540    8.57900   323   0.73612   23.337    -37.50     -1.947  
1796.80    -79.0680    8.66800   324   0.74146   23.337    -35.50     -1.947  
1811.80    -79.5820    8.75770   325   0.74682   23.337    -36.00     -1.947  
1826.00    -80.0950    8.84800   326   0.75220   23.338    -36.40     -1.946  
1839.10    -80.6090    8.93900   327   0.75760   23.338    -36.80     -1.946  
1854.50    -81.1230    9.03060   328   0.76303   23.339    -36.60     -1.946  
1867.80    -81.6370    9.12300   329   0.76849   23.339    -36.80     -1.945  
1882.00    -82.1510    9.21600   330   0.77396   23.339    -35.70     -1.945  
1896.50    -82.6660    9.30970   331   0.77947   23.340    -34.30     -1.945  
1912.70    -83.1790    9.40400   332   0.78498   23.340    -34.70     -1.945  
1926.40    -83.6930    9.49900   333   0.79053   23.340    -34.50     -1.945  
1941.30    -84.2070    9.59470   334   0.79610   23.341    -36.50     -1.945  
1956.30    -84.7220    9.69110   335   0.80169   23.341    -36.60     -1.945  
1968.70    -85.2360    9.78820   336   0.80731   23.342    -36.10     -1.944  
1984.20    -85.7500    9.88600   337   0.81295   23.342    -34.80     -1.943  
1999.70    -86.2650    9.98450   338   0.81862   23.342    -34.50     -1.944  
2014.00    -86.7810   10.08400   339   0.82434   23.343    -34.70     -1.945  
2028.50    -87.2960   10.18400   340   0.83006   23.343    -34.80     -1.946  
2044.70    -87.8070   10.28400   341   0.83575   23.344    -34.60     -1.946  
2058.30    -88.3200   10.38500   342   0.84149   23.344    -34.40     -1.945  
2073.70    -88.8350   10.48700   343   0.84728   23.344    -34.40     -1.943  
2089.50    -89.3510   10.59000   344   0.85311   23.345    -32.90     -1.941  
2104.50    -89.8680   10.69400   345   0.85899   23.345    -33.50     -1.942  
2120.60    -90.3820   10.79800   346   0.86483   23.345    -33.90     -1.944  
2135.40    -90.8970   10.90300   347   0.87073   23.346    -33.70     -1.946  
2150.50    -91.4090   11.00800   348   0.87659   23.346    -34.60     -1.946  
2166.00    -91.9220   11.11400   349   0.88249   23.347    -33.70     -1.945  
2180.40    -92.4360   11.22100   350   0.88844   23.347    -34.20     -1.943  
2196.80    -92.9520   11.32900   351   0.89444   23.347    -33.70     -1.942  
2211.20    -93.4690   11.43800   352   0.90048   23.348    -33.40     -1.941  
2227.50    -93.9830   11.54700   353   0.90649   23.348    -33.80     -1.942  
2242.40    -94.4970   11.65700   354   0.91254   23.349    -33.00     -1.943  
2258.20    -95.0130   11.76800   355   0.91864   23.349    -33.80     -1.945  
2273.80    -95.5260   11.87900   356   0.92470   23.349    -33.10     -1.944  
2288.90    -96.0400   11.99100   357   0.93081   23.350    -33.00     -1.944  
2305.30    -96.5550   12.10400   358   0.93696   23.350    -32.20     -1.943  
2321.10    -97.0710   12.21800   359   0.94315   23.351    -32.50     -1.941  
2337.30    -97.5830   12.33200   360   0.94931   23.351    -32.90     -1.942  
2352.20    -98.1010   12.44800   361   0.95560   23.351    -33.70     -1.942  
2368.40    -98.6160   12.56400   362   0.96184   23.352    -33.80     -1.943  
2382.80    -99.1280   12.68000   363   0.96805   23.352    -32.80     -1.943  
2399.40    -99.6440   12.79800   364   0.97439   23.352    -32.50     -1.944  
2415.40   -100.1600   12.91600   365   0.98068   23.353    -33.10     -1.943  
2430.90   -100.6700   13.03500   366   0.98702   23.353    -32.40     -1.942  
2446.00   -101.1900   13.15500   367   0.99340   23.354    -33.10     -1.943  
2464.20   -101.7000   13.27600   368   0.99983   23.354    -32.80     -1.943  
2476.90   -102.2200   13.39700   369   1.00620   23.354    -31.90     -1.943  
2494.80   -102.7300   13.51900   370   1.01260   23.355    -33.10     -1.943  
2511.10   -103.2500   13.64200   371   1.01910   23.355    -31.60     -1.943  
2525.30   -103.7600   13.76600   372   1.02560   23.356    -32.20     -1.942  
2543.60   -104.2800   13.89100   373   1.03220   23.356    -30.80     -1.943  
2559.80   -104.7900   14.01600   374   1.03870   23.356    -31.60     -1.943  
2576.00   -105.3100   14.14200   375   1.04520   23.357    -32.80     -1.942  
2590.90   -105.8200   14.26900   376   1.05180   23.357    -32.10     -1.943  
2608.50   -106.3300   14.39700   377   1.05850   23.357    -31.20     -1.943  
2624.80   -106.8500   14.52600   378   1.06520   23.358    -30.20     -1.943  
2641.90   -107.3600   14.65500   379   1.07180   23.358    -30.60     -1.944  
2659.20   -107.8800   14.78500   380   1.07850   23.359    -31.10     -1.943  
2675.40   -108.3900   14.91600   381   1.08520   23.359    -31.10     -1.944  
2691.70   -108.9100   15.04800   382   1.09190   23.359    -30.90     -1.944  
2709.90   -109.4200   15.18100   383   1.09870   23.360    -30.10     -1.945  
2726.10   -109.9400   15.31400   384   1.10550   23.360    -29.20     -1.944  
2744.20   -110.4500   15.44800   385   1.11230   23.361    -29.70     -1.945  
2762.40   -110.9600   15.58300   386   1.11910   23.361    -29.40     -1.944  
2778.60   -111.4800   15.72000   387   1.12610   23.361    -30.30     -1.943  
2796.80   -111.9900   15.85600   388   1.13290   23.362    -29.30     -1.942  
2813.80   -112.5100   15.99400   389   1.13990   23.362    -28.70     -1.943  
2833.20   -113.0300   16.13300   390   1.14680   23.362    -29.50     -1.945  
2849.30   -113.5400   16.27200   391   1.15380   23.363    -30.30     -1.944  
2866.90   -114.0500   16.41200   392   1.16080   23.363    -29.90     -1.945  
2883.80   -114.5700   16.55300   393   1.16780   23.364    -28.80     -1.944  
2903.30   -115.0800   16.69500   394   1.17490   23.364    -29.00     -1.944  
2919.90   -115.6000   16.83800   395   1.18190   23.364    -29.00     -1.945  
2938.10   -116.1100   16.98200   396   1.18910   23.365    -29.10     -1.944  
2956.20   -116.6200   17.12600   397   1.19620   23.365    -28.30     -1.944  
2974.40   -117.1400   17.27100   398   1.20330   23.366    -28.60     -1.945  
2992.50   -117.6500   17.41800   399   1.21050   23.366    -28.70     -1.945  
3010.60   -118.1700   17.56500   400   1.21770   23.366    -28.80     -1.945  
3028.70   -118.6800   17.71300   401   1.22500   23.367    -28.50     -1.945  
3046.90   -119.2000   17.86200   402   1.23220   23.367    -27.60     -1.947  
3065.70   -119.7100   18.01100   403   1.23950   23.367    -27.90     -1.947  
3085.00   -120.2200   18.16200   404   1.24680   23.368    -27.60     -1.947  
3102.10   -120.7400   18.31300   405   1.25410   23.368    -28.30     -1.947  
3122.20   -121.2500   18.46600   406   1.26150   23.369    -28.20     -1.947  
3139.10   -121.7600   18.61900   407   1.26890   23.369    -27.40     -1.947  
3158.70   -122.2800   18.77300   408   1.27630   23.369    -28.50     -1.947  
3177.50   -122.7900   18.92800   409   1.28370   23.370    -27.80     -1.947  
3194.40   -123.3000   19.08400   410   1.29120   23.370    -27.60     -1.946  
3215.00   -123.8200   19.24100   411   1.29870   23.371    -27.70     -1.946  
3233.60   -124.3300   19.39900   412   1.30620   23.371    -26.40     -1.946  
3251.70   -124.8500   19.55800   413   1.31380   23.371    -26.80     -1.946  
3273.80   -125.3600   19.71700   414   1.32130   23.372    -26.10     -1.946  
3291.30   -125.8700   19.87800   415   1.32890   23.372    -26.80     -1.947  
3311.50   -126.3900   20.04000   416   1.33660   23.372    -27.60     -1.947  
3329.80   -126.9000   20.20200   417   1.34420   23.373    -27.30     -1.947  
3349.30   -127.4100   20.36500   418   1.35190   23.373    -27.00     -1.948  
3367.90   -127.9300   20.53000   419   1.35960   23.374    -25.90     -1.948  
3389.30   -128.4400   20.69500   420   1.36730   23.374    -25.70     -1.948  
3408.80   -128.9500   20.86100   421   1.37510   23.374    -26.60     -1.949  
3428.20   -129.4700   21.02800   422   1.38290   23.375    -26.50     -1.949  
3447.00   -129.9800   21.19600   423   1.39070   23.375    -24.70     -1.949  
3469.40   -130.4900   21.36500   424   1.39850   23.376    -25.60     -1.950  
3488.20   -131.0100   21.53500   425   1.40640   23.376   -999.99     -1.950  
3502.60   -131.5200   21.70600   426   1.41430   23.376   -999.99   -999.990  
3513.10   -132.0300   21.87700   427   1.42220   23.377   -999.99   -999.990  
3523.70   -132.5400   22.05000   428   1.43010   23.377   -999.99   -999.990  
